Airline,Days from Purchase to Travel,Fare Type,Número de registros,Passenger Email,Person-1,Person,Purchase Date,Purchase Day,Origin,Destination,Route,Row ID,Ticket Price,Travel Date,TravelDay,Trips,Type of Traveler,Insure,Sex
American Airlines,12,Business,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,12/12/2019,jueves,DFW,CMH,DFW-CMH,1249,230,24/12/2019,martes,10,Casual,False,M
United,41,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,13/11/2019,miércoles,DFW,CMH,DFW-CMH,1252,241,24/12/2019,martes,10,Casual,False,M
Southwest,13,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,11/12/2019,miércoles,DAL,LAS,DAL-LAS,200,122,24/12/2019,martes,10,Casual,False,M
Southwest,48,Business,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,25/10/2019,viernes,DAL,AUS,DAL-AUS,201,174,12/12/2019,jueves,5,Casual,True,M
Southwest,53,Economy,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,20/10/2019,domingo,DAL,HOU,DAL-HOU,201,138,12/12/2019,jueves,5,Casual,True,M
Southwest,33,Economy,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,09/11/2019,sábado,DAL,LAS,DAL-LAS,201,159,12/12/2019,jueves,5,Casual,True,M
Southwest,53,Economy,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,20/10/2019,domingo,DAL,HOU,DAL-HOU,201,138,12/12/2019,jueves,5,Casual,False,M
American Airlines,8,Economy,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,04/12/2019,miércoles,DFW,SEA,DFW-SEA,1470,215,12/12/2019,jueves,5,Casual,False,M
American Airlines,8,Economy,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,04/12/2019,miércoles,DFW,SEA,DFW-SEA,1470,215,12/12/2019,jueves,5,Casual,False,M
United,10,First Class,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,17/03/2018,sábado,DFW,CMH,DFW-CMH,7931,474,27/03/2018,martes,5,Casual,False,M
Southwest,48,Business,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,25/10/2019,viernes,DAL,AUS,DAL-AUS,201,174,12/12/2019,jueves,5,Casual,False,M
United,10,First Class,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,17/03/2018,sábado,DFW,CMH,DFW-CMH,7931,474,27/03/2018,martes,5,Casual,False,M
Southwest,33,Economy,1,dsayre@vizpainter.com,Darrin Sayre,Darrin Sayre,09/11/2019,sábado,DAL,LAS,DAL-LAS,201,159,12/12/2019,jueves,5,Casual,False,M
Southwest,30,Business,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,10/02/2017,viernes,DAL,PHX,DAL-PHX,202,146,12/03/2017,domingo,8,Casual,True,M
Southwest,34,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,17/10/2019,jueves,DAL,OKC,DAL-OKC,202,74,20/11/2019,miércoles,8,Casual,True,M
Southwest,27,Business,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,24/10/2019,jueves,DAL,OKC,DAL-OKC,202,82,20/11/2019,miércoles,8,Casual,True,M
Southwest,11,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,01/03/2017,miércoles,DAL,ELP,DAL-ELP,202,129,12/03/2017,domingo,8,Casual,False,M
Southwest,30,Business,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,10/02/2017,viernes,DAL,PHX,DAL-PHX,202,146,12/03/2017,domingo,8,Casual,False,M
Southwest,56,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,15/01/2017,domingo,DAL,ATL,DAL-ATL,202,142,12/03/2017,domingo,8,Casual,False,M
Southwest,68,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,03/01/2017,martes,DAL,OKC,DAL-OKC,202,123,12/03/2017,domingo,8,Casual,False,M
Southwest,52,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,19/01/2017,jueves,DAL,LAS,DAL-LAS,202,114,12/03/2017,domingo,8,Casual,False,M
Southwest,11,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,01/03/2017,miércoles,DAL,ELP,DAL-ELP,202,129,12/03/2017,domingo,8,Casual,False,M
Delta,50,Business,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,01/10/2019,martes,DFW,MCO,DFW-MCO,4076,342,20/11/2019,miércoles,8,Casual,False,M
Southwest,56,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,15/01/2017,domingo,DAL,ATL,DAL-ATL,202,142,12/03/2017,domingo,8,Casual,False,M
Southwest,34,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,17/10/2019,jueves,DAL,OKC,DAL-OKC,202,74,20/11/2019,miércoles,8,Casual,False,M
Southwest,27,Business,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,24/10/2019,jueves,DAL,OKC,DAL-OKC,202,82,20/11/2019,miércoles,8,Casual,False,M
Southwest,68,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,03/01/2017,martes,DAL,OKC,DAL-OKC,202,123,12/03/2017,domingo,8,Casual,False,M
Southwest,52,Economy,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,19/01/2017,jueves,DAL,LAS,DAL-LAS,202,114,12/03/2017,domingo,8,Casual,False,M
Delta,50,Business,1,dvan@vizpainter.com,Darrin Van Huff,Darrin Van Huff,01/10/2019,martes,DFW,MCO,DFW-MCO,4076,342,20/11/2019,miércoles,8,Casual,False,M
Southwest,81,Business,1,dbrooks@vizpainter.com,Dave Brooks,Dave Brooks,21/09/2017,jueves,DAL,LAS,DAL-LAS,203,177,11/12/2017,lunes,4,Infrequent,False,M
Southwest,51,Economy,1,dbrooks@vizpainter.com,Dave Brooks,Dave Brooks,21/10/2017,sábado,DAL,GRR,DAL-GRR,203,75,11/12/2017,lunes,4,Infrequent,False,M
Southwest,35,Economy,1,dbrooks@vizpainter.com,Dave Brooks,Dave Brooks,24/10/2016,lunes,DAL,MDW,DAL-MDW,203,127,28/11/2016,lunes,4,Infrequent,False,M
Delta,27,Economy,1,dbrooks@vizpainter.com,Dave Brooks,Dave Brooks,14/11/2017,martes,DFW,SLC,DFW-SLC,540,327,11/12/2017,lunes,4,Infrequent,False,M
Delta,27,Economy,1,dbrooks@vizpainter.com,Dave Brooks,Dave Brooks,14/11/2017,martes,DFW,SLC,DFW-SLC,540,327,11/12/2017,lunes,4,Infrequent,False,M
Southwest,51,Economy,1,dbrooks@vizpainter.com,Dave Brooks,Dave Brooks,21/10/2017,sábado,DAL,GRR,DAL-GRR,203,75,11/12/2017,lunes,4,Infrequent,False,M
Southwest,35,Economy,1,dbrooks@vizpainter.com,Dave Brooks,Dave Brooks,24/10/2016,lunes,DAL,MDW,DAL-MDW,203,127,28/11/2016,lunes,4,Infrequent,False,M
Southwest,81,Business,1,dbrooks@vizpainter.com,Dave Brooks,Dave Brooks,21/09/2017,jueves,DAL,LAS,DAL-LAS,203,177,11/12/2017,lunes,4,Infrequent,False,M
Southwest,36,Economy,1,,Dave Hallsten,Dave Hallsten,29/01/2017,domingo,DAL,SLC,DAL-SLC,204,105,06/03/2017,lunes,6,Casual,False,M
Southwest,20,Economy,1,,Dave Hallsten,Dave Hallsten,23/09/2017,sábado,DAL,MDW,DAL-MDW,204,112,13/10/2017,viernes,6,Casual,False,M
Southwest,36,Economy,1,,Dave Hallsten,Dave Hallsten,29/01/2017,domingo,DAL,SLC,DAL-SLC,204,105,06/03/2017,lunes,6,Casual,False,M
Delta,14,Economy,1,dhallsten@vizpainter.com,Dave Hallsten,Dave Hallsten,24/10/2019,jueves,DFW,CMH,DFW-CMH,8823,240,07/11/2019,jueves,6,Casual,False,M
American Airlines,13,Economy,1,dhallsten@vizpainter.com,Dave Hallsten,Dave Hallsten,09/11/2019,sábado,DFW,SAN,DFW-SAN,5750,187,22/11/2019,viernes,6,Casual,False,M
United,23,Economy,1,dhallsten@vizpainter.com,Dave Hallsten,Dave Hallsten,23/01/2018,martes,DFW,CMH,DFW-CMH,7812,106,15/02/2018,jueves,6,Casual,False,M
American Airlines,18,Economy,1,dhallsten@vizpainter.com,Dave Hallsten,Dave Hallsten,20/10/2019,domingo,DFW,COS,DFW-COS,8824,155,07/11/2019,jueves,6,Casual,False,M
American Airlines,13,Economy,1,dhallsten@vizpainter.com,Dave Hallsten,Dave Hallsten,09/11/2019,sábado,DFW,SAN,DFW-SAN,5750,187,22/11/2019,viernes,6,Casual,False,M
Southwest,20,Economy,1,,Dave Hallsten,Dave Hallsten,23/09/2017,sábado,DAL,MDW,DAL-MDW,204,112,13/10/2017,viernes,6,Casual,False,M
Delta,14,Economy,1,dhallsten@vizpainter.com,Dave Hallsten,Dave Hallsten,24/10/2019,jueves,DFW,CMH,DFW-CMH,8823,240,07/11/2019,jueves,6,Casual,False,M
United,23,Economy,1,dhallsten@vizpainter.com,Dave Hallsten,Dave Hallsten,23/01/2018,martes,DFW,CMH,DFW-CMH,7812,106,15/02/2018,jueves,6,Casual,False,M
American Airlines,18,Economy,1,dhallsten@vizpainter.com,Dave Hallsten,Dave Hallsten,20/10/2019,domingo,DFW,COS,DFW-COS,8824,155,07/11/2019,jueves,6,Casual,False,M
Southwest,7,Economy,1,dkipp@vizpainter.com,Dave Kipp,Dave Kipp,02/12/2016,viernes,DAL,MDW,DAL-MDW,205,109,09/12/2016,viernes,3,Infrequent,False,M
Southwest,66,Economy,1,dkipp@vizpainter.com,Dave Kipp,Dave Kipp,04/10/2016,martes,DAL,LGA,DAL-LGA,205,132,09/12/2016,viernes,3,Infrequent,False,M
United,43,First Class,1,dkipp@vizpainter.com,Dave Kipp,Dave Kipp,27/10/2016,jueves,DFW,JFK,DFW-JFK,181,586,09/12/2016,viernes,3,Infrequent,False,M
Southwest,66,Economy,1,dkipp@vizpainter.com,Dave Kipp,Dave Kipp,04/10/2016,martes,DAL,LGA,DAL-LGA,205,132,09/12/2016,viernes,3,Infrequent,False,M
Southwest,7,Economy,1,dkipp@vizpainter.com,Dave Kipp,Dave Kipp,02/12/2016,viernes,DAL,MDW,DAL-MDW,205,109,09/12/2016,viernes,3,Infrequent,False,M
United,43,First Class,1,dkipp@vizpainter.com,Dave Kipp,Dave Kipp,27/10/2016,jueves,DFW,JFK,DFW-JFK,181,586,09/12/2016,viernes,3,Infrequent,False,M
American Airlines,14,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,01/03/2018,jueves,DFW,MEM,DFW-MEM,5959,89,15/03/2018,jueves,12,Frequent,True,M
Southwest,74,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,04/09/2017,lunes,DAL,CLE,DAL-CLE,206,90,17/11/2017,viernes,12,Frequent,True,M
Southwest,44,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,11/11/2019,lunes,DAL,HOU,DAL-HOU,206,124,25/12/2019,miércoles,12,Frequent,True,M
Southwest,113,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,03/09/2019,martes,DAL,AUS,DAL-AUS,206,137,25/12/2019,miércoles,12,Frequent,True,M
Southwest,66,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,27/04/2019,sábado,DAL,MDW,DAL-MDW,206,72,02/07/2019,martes,12,Frequent,True,M
Southwest,74,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,04/09/2017,lunes,DAL,CLE,DAL-CLE,206,90,17/11/2017,viernes,12,Frequent,False,M
Southwest,87,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,11/09/2017,lunes,DAL,TUL,DAL-TUL,206,131,07/12/2017,jueves,12,Frequent,False,M
Southwest,128,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,12/07/2017,miércoles,DAL,HOU,DAL-HOU,206,142,17/11/2017,viernes,12,Frequent,False,M
Southwest,27,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,21/10/2017,sábado,DAL,MDW,DAL-MDW,206,87,17/11/2017,viernes,12,Frequent,False,M
Southwest,55,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,13/10/2017,viernes,DAL,OKC,DAL-OKC,206,93,07/12/2017,jueves,12,Frequent,False,M
Southwest,75,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,03/01/2016,domingo,DAL,AUS,DAL-AUS,206,140,18/03/2016,viernes,12,Frequent,False,M
Southwest,24,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,23/02/2016,martes,DAL,ATL,DAL-ATL,206,135,18/03/2016,viernes,12,Frequent,False,M
Southwest,44,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,11/11/2019,lunes,DAL,HOU,DAL-HOU,206,124,25/12/2019,miércoles,12,Frequent,False,M
Southwest,128,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,12/07/2017,miércoles,DAL,HOU,DAL-HOU,206,142,17/11/2017,viernes,12,Frequent,False,M
Delta,38,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,17/11/2019,domingo,DFW,SEA,DFW-SEA,2270,238,25/12/2019,miércoles,12,Frequent,False,M
Delta,38,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,17/11/2019,domingo,DFW,SEA,DFW-SEA,2270,238,25/12/2019,miércoles,12,Frequent,False,M
American Airlines,14,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,01/03/2018,jueves,DFW,MEM,DFW-MEM,5959,89,15/03/2018,jueves,12,Frequent,False,M
Southwest,113,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,03/09/2019,martes,DAL,AUS,DAL-AUS,206,137,25/12/2019,miércoles,12,Frequent,False,M
Southwest,75,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,03/01/2016,domingo,DAL,AUS,DAL-AUS,206,140,18/03/2016,viernes,12,Frequent,False,M
Southwest,24,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,23/02/2016,martes,DAL,ATL,DAL-ATL,206,135,18/03/2016,viernes,12,Frequent,False,M
Southwest,66,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,27/04/2019,sábado,DAL,MDW,DAL-MDW,206,72,02/07/2019,martes,12,Frequent,False,M
Southwest,27,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,21/10/2017,sábado,DAL,MDW,DAL-MDW,206,87,17/11/2017,viernes,12,Frequent,False,M
Southwest,87,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,11/09/2017,lunes,DAL,TUL,DAL-TUL,206,131,07/12/2017,jueves,12,Frequent,False,M
Southwest,55,Economy,1,dpoirier@vizpainter.com,Dave Poirier,Dave Poirier,13/10/2017,viernes,DAL,OKC,DAL-OKC,206,93,07/12/2017,jueves,12,Frequent,False,M
Southwest,65,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,02/10/2017,lunes,DAL,PHX,DAL-PHX,207,62,06/12/2017,miércoles,6,Casual,True,M
Southwest,75,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,30/06/2016,jueves,DAL,PHX,DAL-PHX,207,138,13/09/2016,martes,6,Casual,True,M
Southwest,77,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,20/09/2017,miércoles,DAL,LAS,DAL-LAS,207,78,06/12/2017,miércoles,6,Casual,False,M
Southwest,50,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,26/10/2017,jueves,DAL,HOU,DAL-HOU,207,138,15/12/2017,viernes,6,Casual,False,M
Southwest,65,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,02/10/2017,lunes,DAL,PHX,DAL-PHX,207,62,06/12/2017,miércoles,6,Casual,False,M
Southwest,63,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,04/10/2017,miércoles,DAL,ATL,DAL-ATL,207,115,06/12/2017,miércoles,6,Casual,False,M
Southwest,86,First Class,1,dbremer@vizpainter.com,David Bremer,David Bremer,20/09/2017,miércoles,DAL,ELP,DAL-ELP,207,269,15/12/2017,viernes,6,Casual,False,M
Southwest,75,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,30/06/2016,jueves,DAL,PHX,DAL-PHX,207,138,13/09/2016,martes,6,Casual,False,M
Southwest,86,First Class,1,dbremer@vizpainter.com,David Bremer,David Bremer,20/09/2017,miércoles,DAL,ELP,DAL-ELP,207,269,15/12/2017,viernes,6,Casual,False,M
Southwest,50,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,26/10/2017,jueves,DAL,HOU,DAL-HOU,207,138,15/12/2017,viernes,6,Casual,False,M
Southwest,63,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,04/10/2017,miércoles,DAL,ATL,DAL-ATL,207,115,06/12/2017,miércoles,6,Casual,False,M
Southwest,77,Economy,1,dbremer@vizpainter.com,David Bremer,David Bremer,20/09/2017,miércoles,DAL,LAS,DAL-LAS,207,78,06/12/2017,miércoles,6,Casual,False,M
Southwest,24,Economy,1,dflashing@vizpainter.com,David Flashing,David Flashing,30/12/2018,domingo,DAL,SEA,DAL-SEA,208,137,23/01/2019,miércoles,5,Casual,True,M
Southwest,70,Business,1,dflashing@vizpainter.com,David Flashing,David Flashing,21/12/2017,jueves,DAL,GRR,DAL-GRR,208,167,01/03/2018,jueves,5,Casual,False,M
Southwest,64,Business,1,dflashing@vizpainter.com,David Flashing,David Flashing,23/09/2017,sábado,DAL,AUS,DAL-AUS,208,141,26/11/2017,domingo,5,Casual,False,M
Southwest,24,Economy,1,,David Flashing,David Flashing,26/09/2016,lunes,DAL,OKC,DAL-OKC,208,127,20/10/2016,jueves,5,Casual,False,M
American Airlines,5,Business,1,dflashing@vizpainter.com,David Flashing,David Flashing,03/05/2018,jueves,DFW,SLC,DFW-SLC,5316,529,08/05/2018,martes,5,Casual,False,M
Southwest,24,Economy,1,dflashing@vizpainter.com,David Flashing,David Flashing,30/12/2018,domingo,DAL,SEA,DAL-SEA,208,137,23/01/2019,miércoles,5,Casual,False,M
American Airlines,5,Business,1,dflashing@vizpainter.com,David Flashing,David Flashing,03/05/2018,jueves,DFW,SLC,DFW-SLC,5316,529,08/05/2018,martes,5,Casual,False,M
Southwest,64,Business,1,dflashing@vizpainter.com,David Flashing,David Flashing,23/09/2017,sábado,DAL,AUS,DAL-AUS,208,141,26/11/2017,domingo,5,Casual,False,M
Southwest,70,Business,1,dflashing@vizpainter.com,David Flashing,David Flashing,21/12/2017,jueves,DAL,GRR,DAL-GRR,208,167,01/03/2018,jueves,5,Casual,False,M
Southwest,24,Economy,1,,David Flashing,David Flashing,26/09/2016,lunes,DAL,OKC,DAL-OKC,208,127,20/10/2016,jueves,5,Casual,False,M
Southwest,7,First Class,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,10/10/2017,martes,DAL,PHX,DAL-PHX,209,235,17/10/2017,martes,7,Casual,True,M
Southwest,59,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,19/08/2017,sábado,DAL,PHX,DAL-PHX,209,70,17/10/2017,martes,7,Casual,True,M
Southwest,39,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,01/10/2019,martes,DAL,AUS,DAL-AUS,209,68,09/11/2019,sábado,7,Casual,True,M
Southwest,40,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,30/09/2019,lunes,DAL,SEA,DAL-SEA,209,61,09/11/2019,sábado,7,Casual,True,M
Southwest,10,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,30/10/2019,miércoles,DAL,MDW,DAL-MDW,209,134,09/11/2019,sábado,7,Casual,True,M
Southwest,7,First Class,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,10/10/2017,martes,DAL,PHX,DAL-PHX,209,235,17/10/2017,martes,7,Casual,False,M
Southwest,59,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,19/08/2017,sábado,DAL,PHX,DAL-PHX,209,70,17/10/2017,martes,7,Casual,False,M
Southwest,13,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,09/09/2017,sábado,DAL,OKC,DAL-OKC,209,68,22/09/2017,viernes,7,Casual,False,M
Southwest,5,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,12/10/2017,jueves,DAL,HOU,DAL-HOU,209,158,17/10/2017,martes,7,Casual,False,M
Southwest,5,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,12/10/2017,jueves,DAL,HOU,DAL-HOU,209,158,17/10/2017,martes,7,Casual,False,M
Southwest,40,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,30/09/2019,lunes,DAL,SEA,DAL-SEA,209,61,09/11/2019,sábado,7,Casual,False,M
Southwest,39,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,01/10/2019,martes,DAL,AUS,DAL-AUS,209,68,09/11/2019,sábado,7,Casual,False,M
Southwest,10,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,30/10/2019,miércoles,DAL,MDW,DAL-MDW,209,134,09/11/2019,sábado,7,Casual,False,M
Southwest,13,Economy,1,dkendrick@vizpainter.com,David Kendrick,David Kendrick,09/09/2017,sábado,DAL,OKC,DAL-OKC,209,68,22/09/2017,viernes,7,Casual,False,M
Southwest,77,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,24/09/2019,martes,DAL,MDW,DAL-MDW,210,125,10/12/2019,martes,7,Casual,True,M
Southwest,45,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,26/10/2019,sábado,DAL,MDW,DAL-MDW,210,148,10/12/2019,martes,7,Casual,True,M
Southwest,48,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,23/10/2019,miércoles,DAL,AUS,DAL-AUS,210,146,10/12/2019,martes,7,Casual,True,M
Southwest,29,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,11/11/2019,lunes,DAL,OKC,DAL-OKC,210,155,10/12/2019,martes,7,Casual,True,M
Southwest,38,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,05/11/2018,lunes,DAL,MDW,DAL-MDW,210,133,13/12/2018,jueves,7,Casual,False,M
Southwest,51,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,23/10/2018,martes,DAL,AMA,DAL-AMA,210,84,13/12/2018,jueves,7,Casual,False,M
Delta,32,Business,1,dphilippe@vizpainter.com,David Philippe,David Philippe,23/01/2016,sábado,DFW,CMH,DFW-CMH,9516,257,24/02/2016,miércoles,7,Casual,False,M
Southwest,48,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,23/10/2019,miércoles,DAL,AUS,DAL-AUS,210,146,10/12/2019,martes,7,Casual,False,M
Southwest,77,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,24/09/2019,martes,DAL,MDW,DAL-MDW,210,125,10/12/2019,martes,7,Casual,False,M
Southwest,45,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,26/10/2019,sábado,DAL,MDW,DAL-MDW,210,148,10/12/2019,martes,7,Casual,False,M
Southwest,38,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,05/11/2018,lunes,DAL,MDW,DAL-MDW,210,133,13/12/2018,jueves,7,Casual,False,M
Delta,32,Business,1,dphilippe@vizpainter.com,David Philippe,David Philippe,23/01/2016,sábado,DFW,CMH,DFW-CMH,9516,257,24/02/2016,miércoles,7,Casual,False,M
Southwest,51,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,23/10/2018,martes,DAL,AMA,DAL-AMA,210,84,13/12/2018,jueves,7,Casual,False,M
Southwest,29,Economy,1,dphilippe@vizpainter.com,David Philippe,David Philippe,11/11/2019,lunes,DAL,OKC,DAL-OKC,210,155,10/12/2019,martes,7,Casual,False,M
Southwest,64,Business,1,dsmith@vizpainter.com,David Smith,David Smith,05/09/2019,jueves,DAL,OKC,DAL-OKC,211,144,08/11/2019,viernes,3,Infrequent,True,M
Southwest,89,First Class,1,dsmith@vizpainter.com,David Smith,David Smith,04/08/2018,sábado,DAL,ATL,DAL-ATL,211,250,01/11/2018,jueves,3,Infrequent,False,M
Delta,104,Business,1,dsmith@vizpainter.com,David Smith,David Smith,11/08/2017,viernes,DFW,GRB,DFW-GRB,6677,235,23/11/2017,jueves,3,Infrequent,False,M
Delta,104,Business,1,dsmith@vizpainter.com,David Smith,David Smith,11/08/2017,viernes,DFW,GRB,DFW-GRB,6677,235,23/11/2017,jueves,3,Infrequent,False,M
Southwest,89,First Class,1,dsmith@vizpainter.com,David Smith,David Smith,04/08/2018,sábado,DAL,ATL,DAL-ATL,211,250,01/11/2018,jueves,3,Infrequent,False,M
Southwest,64,Business,1,dsmith@vizpainter.com,David Smith,David Smith,05/09/2019,jueves,DAL,OKC,DAL-OKC,211,144,08/11/2019,viernes,3,Infrequent,False,M
Southwest,32,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,30/11/2017,jueves,DAL,PHX,DAL-PHX,212,83,01/01/2018,lunes,7,Casual,True,M
Southwest,23,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,09/12/2017,sábado,DAL,ELP,DAL-ELP,212,61,01/01/2018,lunes,7,Casual,False,M
Southwest,31,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,01/12/2017,viernes,DAL,AUS,DAL-AUS,212,95,01/01/2018,lunes,7,Casual,False,M
Southwest,32,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,30/11/2017,jueves,DAL,PHX,DAL-PHX,212,83,01/01/2018,lunes,7,Casual,False,M
Southwest,32,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,30/11/2017,jueves,DAL,ATL,DAL-ATL,212,105,01/01/2018,lunes,7,Casual,False,M
Southwest,54,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,28/11/2017,martes,DAL,LGA,DAL-LGA,212,134,21/01/2018,domingo,7,Casual,False,M
Southwest,37,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,01/09/2018,sábado,DAL,TUL,DAL-TUL,212,80,08/10/2018,lunes,7,Casual,False,M
Southwest,23,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,09/12/2017,sábado,DAL,ELP,DAL-ELP,212,61,01/01/2018,lunes,7,Casual,False,M
American Airlines,11,Business,1,dwiener@vizpainter.com,David Wiener,David Wiener,21/12/2017,jueves,DFW,CMH,DFW-CMH,4113,185,01/01/2018,lunes,7,Casual,False,M
Southwest,31,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,01/12/2017,viernes,DAL,AUS,DAL-AUS,212,95,01/01/2018,lunes,7,Casual,False,M
Southwest,32,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,30/11/2017,jueves,DAL,ATL,DAL-ATL,212,105,01/01/2018,lunes,7,Casual,False,M
Southwest,54,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,28/11/2017,martes,DAL,LGA,DAL-LGA,212,134,21/01/2018,domingo,7,Casual,False,M
American Airlines,11,Business,1,dwiener@vizpainter.com,David Wiener,David Wiener,21/12/2017,jueves,DFW,CMH,DFW-CMH,4113,185,01/01/2018,lunes,7,Casual,False,M
Southwest,37,Economy,1,dwiener@vizpainter.com,David Wiener,David Wiener,01/09/2018,sábado,DAL,TUL,DAL-TUL,212,80,08/10/2018,lunes,7,Casual,False,M
